date,RH_9
2016-01-11 17:00:00,45.53
2016-01-11 17:10:00,45.56
2016-01-11 17:20:00,45.5
2016-01-11 17:30:00,45.4
2016-01-11 17:40:00,45.4
2016-01-11 17:50:00,45.29
2016-01-11 18:00:00,45.29
2016-01-11 18:10:00,45.29
2016-01-11 18:20:00,45.29
2016-01-11 18:30:00,45.29
2016-01-11 18:40:00,45.29
2016-01-11 18:50:00,45.29
2016-01-11 19:00:00,45.29
2016-01-11 19:10:00,45.3266666666667
2016-01-11 19:20:00,45.345
2016-01-11 19:30:00,45.3266666666667
2016-01-11 19:40:00,45.29
2016-01-11 19:50:00,45.29
2016-01-11 20:00:00,45.2
2016-01-11 20:10:00,45.2
2016-01-11 20:20:00,45.1266666666667
2016-01-11 20:30:00,45.1266666666667
2016-01-11 20:40:00,45.06
2016-01-11 20:50:00,45.0
2016-01-11 21:00:00,44.9666666666667
2016-01-11 21:10:00,44.9
2016-01-11 21:20:00,44.79
2016-01-11 21:30:00,44.79
2016-01-11 21:40:00,44.7
2016-01-11 21:50:00,44.7
2016-01-11 22:00:00,44.59
2016-01-11 22:10:00,44.53
2016-01-11 22:20:00,44.59
2016-01-11 22:30:00,44.5225
2016-01-11 22:40:00,44.433333333333294
2016-01-11 22:50:00,44.5
2016-01-11 23:00:00,44.5
2016-01-11 23:10:00,45.0666666666667
2016-01-11 23:20:00,45.26
2016-01-11 23:30:00,45.433333333333294
2016-01-11 23:40:00,45.56
2016-01-11 23:50:00,45.6266666666667
2016-01-12 00:00:00,45.7
2016-01-12 00:10:00,45.79
2016-01-12 00:20:00,45.863333333333294
2016-01-12 00:30:00,45.9
2016-01-12 00:40:00,45.9666666666667
2016-01-12 00:50:00,46.03
2016-01-12 01:00:00,46.09
2016-01-12 01:10:00,46.2
2016-01-12 01:20:00,46.2
2016-01-12 01:30:00,46.29
2016-01-12 01:40:00,46.433333333333294
2016-01-12 01:50:00,46.6333333333333
2016-01-12 02:00:00,46.8266666666667
2016-01-12 02:10:00,46.9666666666667
2016-01-12 02:20:00,47.23
2016-01-12 02:30:00,47.363333333333294
2016-01-12 02:40:00,47.53
2016-01-12 02:50:00,47.6633333333333
2016-01-12 03:00:00,47.8266666666667
2016-01-12 03:10:00,47.9
2016-01-12 03:20:00,48.03
2016-01-12 03:30:00,48.09
2016-01-12 03:40:00,48.29
2016-01-12 03:50:00,48.363333333333294
2016-01-12 04:00:00,48.463333333333296
2016-01-12 04:10:00,48.59
2016-01-12 04:20:00,48.7666666666667
2016-01-12 04:30:00,48.9
2016-01-12 04:40:00,49.045
2016-01-12 04:50:00,49.2
2016-01-12 05:00:00,49.26
2016-01-12 05:10:00,49.29
2016-01-12 05:20:00,49.363333333333294
2016-01-12 05:30:00,49.433333333333294
2016-01-12 05:40:00,49.56
2016-01-12 05:50:00,49.6266666666667
2016-01-12 06:00:00,49.7
2016-01-12 06:10:00,49.8266666666667
2016-01-12 06:20:00,49.9666666666667
2016-01-12 06:30:00,50.0
2016-01-12 06:40:00,50.0
2016-01-12 06:50:00,50.0
2016-01-12 07:00:00,50.0
2016-01-12 07:10:00,50.09
2016-01-12 07:20:00,49.963333333333296
2016-01-12 07:30:00,49.723333333333294
2016-01-12 07:40:00,49.463333333333296
2016-01-12 07:50:00,48.995
2016-01-12 08:00:00,48.6333333333333
2016-01-12 08:10:00,48.36
