date,T5
2016-01-11 17:00:00,17.1666666666667
2016-01-11 17:10:00,17.1666666666667
2016-01-11 17:20:00,17.1666666666667
2016-01-11 17:30:00,17.1666666666667
2016-01-11 17:40:00,17.2
2016-01-11 17:50:00,17.1333333333333
2016-01-11 18:00:00,17.1
2016-01-11 18:10:00,17.1
2016-01-11 18:20:00,17.1666666666667
2016-01-11 18:30:00,17.1
2016-01-11 18:40:00,17.1
2016-01-11 18:50:00,17.1
2016-01-11 19:00:00,17.1
2016-01-11 19:10:00,17.1
2016-01-11 19:20:00,17.1
2016-01-11 19:30:00,17.15
2016-01-11 19:40:00,17.1666666666667
2016-01-11 19:50:00,17.2
2016-01-11 20:00:00,17.2
2016-01-11 20:10:00,17.5933333333333
2016-01-11 20:20:00,18.066666666666695
2016-01-11 20:30:00,17.6666666666667
2016-01-11 20:40:00,17.6
2016-01-11 20:50:00,17.5666666666667
2016-01-11 21:00:00,17.76
2016-01-11 21:10:00,18.3566666666667
2016-01-11 21:20:00,18.3566666666667
2016-01-11 21:30:00,18.6
2016-01-11 21:40:00,18.6666666666667
2016-01-11 21:50:00,18.823333333333295
2016-01-11 22:00:00,18.963333333333296
2016-01-11 22:10:00,19.033333333333296
2016-01-11 22:20:00,19.1
2016-01-11 22:30:00,19.158333333333296
2016-01-11 22:40:00,19.2
2016-01-11 22:50:00,19.2225
2016-01-11 23:00:00,19.29
2016-01-11 23:10:00,19.29
2016-01-11 23:20:00,19.29
2016-01-11 23:30:00,19.29
2016-01-11 23:40:00,19.29
2016-01-11 23:50:00,19.2
2016-01-12 00:00:00,19.2
2016-01-12 00:10:00,19.2
2016-01-12 00:20:00,19.2
2016-01-12 00:30:00,19.1666666666667
2016-01-12 00:40:00,19.1
2016-01-12 00:50:00,19.066666666666695
2016-01-12 01:00:00,19.0
2016-01-12 01:10:00,19.0
2016-01-12 01:20:00,19.0
2016-01-12 01:30:00,19.0
2016-01-12 01:40:00,18.9266666666667
2016-01-12 01:50:00,18.89
2016-01-12 02:00:00,18.89
2016-01-12 02:10:00,18.89
2016-01-12 02:20:00,18.79
2016-01-12 02:30:00,18.79
2016-01-12 02:40:00,18.79
2016-01-12 02:50:00,18.73
2016-01-12 03:00:00,18.7
2016-01-12 03:10:00,18.7
2016-01-12 03:20:00,18.7
2016-01-12 03:30:00,18.6333333333333
2016-01-12 03:40:00,18.6
2016-01-12 03:50:00,18.6
2016-01-12 04:00:00,18.6
2016-01-12 04:10:00,18.533333333333296
2016-01-12 04:20:00,18.5
2016-01-12 04:30:00,18.5
2016-01-12 04:40:00,18.5
2016-01-12 04:50:00,18.5
2016-01-12 05:00:00,18.5
2016-01-12 05:10:00,18.4725
2016-01-12 05:20:00,18.39
2016-01-12 05:30:00,18.39
2016-01-12 05:40:00,18.39
2016-01-12 05:50:00,18.39
2016-01-12 06:00:00,18.39
2016-01-12 06:10:00,18.3566666666667
