date,T6
2016-01-11 17:00:00,7.02666666666667
2016-01-11 17:10:00,6.8333333333333295
2016-01-11 17:20:00,6.56
2016-01-11 17:30:00,6.43333333333333
2016-01-11 17:40:00,6.36666666666667
2016-01-11 17:50:00,6.3
2016-01-11 18:00:00,6.263333333333329
2016-01-11 18:10:00,6.19
2016-01-11 18:20:00,6.1233333333333295
2016-01-11 18:30:00,6.19
2016-01-11 18:40:00,6.19
2016-01-11 18:50:00,6.1233333333333295
2016-01-11 19:00:00,6.1233333333333295
2016-01-11 19:10:00,6.0675
2016-01-11 19:20:00,5.9
2016-01-11 19:30:00,5.8
2016-01-11 19:40:00,5.72666666666667
2016-01-11 19:50:00,5.52666666666667
2016-01-11 20:00:00,5.3333333333333295
2016-01-11 20:10:00,5.3333333333333295
2016-01-11 20:20:00,5.46666666666667
2016-01-11 20:30:00,5.5
2016-01-11 20:40:00,5.56
2016-01-11 20:50:00,5.6233333333333295
2016-01-11 21:00:00,5.763333333333329
2016-01-11 21:10:00,5.65666666666667
2016-01-11 21:20:00,5.53
2016-01-11 21:30:00,5.43333333333333
2016-01-11 21:40:00,5.5
2016-01-11 21:50:00,5.59
2016-01-11 22:00:00,5.59
2016-01-11 22:10:00,5.65666666666667
2016-01-11 22:20:00,5.8333333333333295
2016-01-11 22:30:00,5.9
2016-01-11 22:40:00,6.0
2016-01-11 22:50:00,6.0
2016-01-11 23:00:00,5.96666666666667
2016-01-11 23:10:00,5.9
2016-01-11 23:20:00,5.763333333333329
2016-01-11 23:30:00,5.6233333333333295
2016-01-11 23:40:00,5.59
2016-01-11 23:50:00,5.59
2016-01-12 00:00:00,5.59
2016-01-12 00:10:00,5.53
2016-01-12 00:20:00,5.53
2016-01-12 00:30:00,5.53
2016-01-12 00:40:00,5.4
2016-01-12 00:50:00,5.2
2016-01-12 01:00:00,4.86666666666667
2016-01-12 01:10:00,4.93333333333333
2016-01-12 01:20:00,5.0
2016-01-12 01:30:00,4.86666666666667
2016-01-12 01:40:00,4.72666666666667
2016-01-12 01:50:00,4.46666666666667
2016-01-12 02:00:00,4.3333333333333295
2016-01-12 02:10:00,4.15666666666667
2016-01-12 02:20:00,4.15666666666667
2016-01-12 02:30:00,4.3333333333333295
2016-01-12 02:40:00,4.3333333333333295
2016-01-12 02:50:00,4.19
2016-01-12 03:00:00,4.06333333333333
2016-01-12 03:10:00,3.8633333333333297
2016-01-12 03:20:00,3.79
2016-01-12 03:30:00,3.895
2016-01-12 03:40:00,4.19
2016-01-12 03:50:00,4.263333333333329
2016-01-12 04:00:00,4.463333333333329
2016-01-12 04:10:00,4.59
2016-01-12 04:20:00,4.72666666666667
2016-01-12 04:30:00,4.8
2016-01-12 04:40:00,4.8
2016-01-12 04:50:00,4.8
2016-01-12 05:00:00,4.8
2016-01-12 05:10:00,4.8
2016-01-12 05:20:00,4.763333333333329
2016-01-12 05:30:00,4.763333333333329
2016-01-12 05:40:00,4.8333333333333295
2016-01-12 05:50:00,4.8333333333333295
2016-01-12 06:00:00,4.9
2016-01-12 06:10:00,4.9975
2016-01-12 06:20:00,5.09
2016-01-12 06:30:00,5.0
2016-01-12 06:40:00,5.0
2016-01-12 06:50:00,4.96666666666667
2016-01-12 07:00:00,4.9
2016-01-12 07:10:00,4.93333333333333
2016-01-12 07:20:00,4.93333333333333
2016-01-12 07:30:00,5.0
2016-01-12 07:40:00,5.0
2016-01-12 07:50:00,5.0
2016-01-12 08:00:00,5.06
2016-01-12 08:10:00,5.09
2016-01-12 08:20:00,5.09
2016-01-12 08:30:00,5.0
2016-01-12 08:40:00,4.7933333333333294
2016-01-12 08:50:00,4.46666666666667
2016-01-12 09:00:00,4.2975
2016-01-12 09:10:00,4.06333333333333
2016-01-12 09:20:00,4.03
2016-01-12 09:30:00,4.09
2016-01-12 09:40:00,4.1233333333333295
2016-01-12 09:50:00,4.263333333333329
2016-01-12 10:00:00,4.463333333333329
