date,T2
2016-01-11 17:00:00,19.2
2016-01-11 17:10:00,19.2
2016-01-11 17:20:00,19.2
2016-01-11 17:30:00,19.2
2016-01-11 17:40:00,19.2
2016-01-11 17:50:00,19.2
2016-01-11 18:00:00,19.2
2016-01-11 18:10:00,19.2
2016-01-11 18:20:00,19.2
2016-01-11 18:30:00,19.23
2016-01-11 18:40:00,19.3566666666667
2016-01-11 18:50:00,19.4266666666667
2016-01-11 19:00:00,19.566666666666695
2016-01-11 19:10:00,19.73
2016-01-11 19:20:00,19.8566666666667
2016-01-11 19:30:00,20.033333333333296
2016-01-11 19:40:00,20.1666666666667
2016-01-11 19:50:00,20.2
2016-01-11 20:00:00,20.2
2016-01-11 20:10:00,20.2
2016-01-11 20:20:00,20.2
2016-01-11 20:30:00,20.26
2016-01-11 20:40:00,20.29
2016-01-11 20:50:00,20.3566666666667
2016-01-11 21:00:00,20.4266666666667
2016-01-11 21:10:00,20.5
2016-01-11 21:20:00,20.533333333333296
2016-01-11 21:30:00,20.6666666666667
2016-01-11 21:40:00,20.7
2016-01-11 21:50:00,20.7
2016-01-11 22:00:00,20.79
2016-01-11 22:10:00,20.79
2016-01-11 22:20:00,20.89
2016-01-11 22:30:00,20.963333333333296
2016-01-11 22:40:00,21.0
2016-01-11 22:50:00,21.0
2016-01-11 23:00:00,21.0
2016-01-11 23:10:00,21.0
2016-01-11 23:20:00,21.0
2016-01-11 23:30:00,20.9266666666667
2016-01-11 23:40:00,20.89
2016-01-11 23:50:00,20.79
2016-01-12 00:00:00,20.79
2016-01-12 00:10:00,20.7
2016-01-12 00:20:00,20.6333333333333
2016-01-12 00:30:00,20.6
2016-01-12 00:40:00,20.6
2016-01-12 00:50:00,20.5
2016-01-12 01:00:00,20.5
2016-01-12 01:10:00,20.39
2016-01-12 01:20:00,20.39
2016-01-12 01:30:00,20.29
2016-01-12 01:40:00,20.23
2016-01-12 01:50:00,20.2
2016-01-12 02:00:00,20.2
2016-01-12 02:10:00,20.1
2016-01-12 02:20:00,20.1
2016-01-12 02:30:00,20.0
2016-01-12 02:40:00,20.0
2016-01-12 02:50:00,20.0
2016-01-12 03:00:00,19.89
2016-01-12 03:10:00,19.823333333333295
2016-01-12 03:20:00,19.79
2016-01-12 03:30:00,19.79
2016-01-12 03:40:00,19.76
2016-01-12 03:50:00,19.7
2016-01-12 04:00:00,19.7
2016-01-12 04:10:00,19.6333333333333
2016-01-12 04:20:00,19.6
2016-01-12 04:30:00,19.6
2016-01-12 04:40:00,19.566666666666695
2016-01-12 04:50:00,19.5
2016-01-12 05:00:00,19.5
2016-01-12 05:10:00,19.4266666666667
2016-01-12 05:20:00,19.39
2016-01-12 05:30:00,19.39
2016-01-12 05:40:00,19.39
2016-01-12 05:50:00,19.39
2016-01-12 06:00:00,19.29
2016-01-12 06:10:00,19.29
2016-01-12 06:20:00,19.29
2016-01-12 06:30:00,19.29
2016-01-12 06:40:00,19.218
2016-01-12 06:50:00,19.2
2016-01-12 07:00:00,19.2
2016-01-12 07:10:00,19.2
2016-01-12 07:20:00,19.2
2016-01-12 07:30:00,19.175
2016-01-12 07:40:00,19.1
2016-01-12 07:50:00,19.1
2016-01-12 08:00:00,19.1
2016-01-12 08:10:00,19.066666666666695
2016-01-12 08:20:00,19.0222222222222
2016-01-12 08:30:00,19.1
2016-01-12 08:40:00,19.033333333333296
2016-01-12 08:50:00,19.0
2016-01-12 09:00:00,19.0
2016-01-12 09:10:00,19.0
2016-01-12 09:20:00,19.0
2016-01-12 09:30:00,19.0
2016-01-12 09:40:00,18.963333333333296
2016-01-12 09:50:00,18.963333333333296
2016-01-12 10:00:00,18.89
2016-01-12 10:10:00,18.89
2016-01-12 10:20:00,18.9266666666667
2016-01-12 10:30:00,19.0
2016-01-12 10:40:00,19.033333333333296
2016-01-12 10:50:00,19.033333333333296
2016-01-12 11:00:00,19.033333333333296
2016-01-12 11:10:00,19.1
2016-01-12 11:20:00,19.1
2016-01-12 11:30:00,19.1
2016-01-12 11:40:00,19.1
2016-01-12 11:50:00,19.15
2016-01-12 12:00:00,19.2
2016-01-12 12:10:00,19.2
2016-01-12 12:20:00,19.2
2016-01-12 12:30:00,19.2
2016-01-12 12:40:00,19.2
2016-01-12 12:50:00,19.2
2016-01-12 13:00:00,19.2
