date,RH_3
2016-01-11 17:00:00,44.73
2016-01-11 17:10:00,44.79
2016-01-11 17:20:00,44.933333333333294
2016-01-11 17:30:00,45.0
2016-01-11 17:40:00,45.0
2016-01-11 17:50:00,44.933333333333294
2016-01-11 18:00:00,44.9
2016-01-11 18:10:00,44.9
2016-01-11 18:20:00,44.79
2016-01-11 18:30:00,44.863333333333294
2016-01-11 18:40:00,44.9
2016-01-11 18:50:00,44.8266666666667
2016-01-11 19:00:00,44.9
2016-01-11 19:10:00,45.4933333333333
2016-01-11 19:20:00,47.5266666666667
2016-01-11 19:30:00,48.4666666666667
2016-01-11 19:40:00,48.53
2016-01-11 19:50:00,48.4475
2016-01-11 20:00:00,48.19333333333329
2016-01-11 20:10:00,47.6333333333333
2016-01-11 20:20:00,47.3
2016-01-11 20:30:00,47.0266666666667
2016-01-11 20:40:00,46.8266666666667
2016-01-11 20:50:00,46.6333333333333
2016-01-11 21:00:00,46.433333333333294
2016-01-11 21:10:00,46.223333333333294
2016-01-11 21:20:00,46.09
2016-01-11 21:30:00,46.09
2016-01-11 21:40:00,46.09
2016-01-11 21:50:00,46.06
2016-01-11 22:00:00,46.0
2016-01-11 22:10:00,45.933333333333294
2016-01-11 22:20:00,45.933333333333294
2016-01-11 22:30:00,45.79
2016-01-11 22:40:00,45.73
2016-01-11 22:50:00,45.59
2016-01-11 23:00:00,45.545
2016-01-11 23:10:00,45.6633333333333
2016-01-11 23:20:00,45.73
2016-01-11 23:30:00,45.79
2016-01-11 23:40:00,45.79
2016-01-11 23:50:00,45.6566666666667
2016-01-12 00:00:00,45.6633333333333
2016-01-12 00:10:00,45.59
2016-01-12 00:20:00,45.5
2016-01-12 00:30:00,45.5
2016-01-12 00:40:00,45.5
2016-01-12 00:50:00,45.5
2016-01-12 01:00:00,45.53
2016-01-12 01:10:00,45.59
2016-01-12 01:20:00,45.59
2016-01-12 01:30:00,45.53
2016-01-12 01:40:00,45.5
2016-01-12 01:50:00,45.5
2016-01-12 02:00:00,45.5
2016-01-12 02:10:00,45.425
2016-01-12 02:20:00,45.4
2016-01-12 02:30:00,45.5
2016-01-12 02:40:00,45.5
